ID,Ranking,JP,EN,JP Furigana,Pronounciation,Sentence JP,Sentence EN,Sentence Romaji,Sentence pronounciation,Explanation,Image
JPN1K-107,107,はず,"it should be so, bound to be, expected to be, must be",はず,はず,彼[かれ]は 来[く]るはずです。,He should come.,Kare wa kuru hazu desu.,彼は来るはずです。,"Hazu marks an expectation: plain form + はず + だ/です = “should/expected to.” It shows confidence, not absolute certainty.",<img src='JPN1K-107.jpeg'>
JPN1K-108,108,あれ,"that (indicating something distant from both speaker and listener (in space, time or psychologically), or something understood without naming it directly)",あれ,あれ,あれは 何[なに]ですか。,What is that?,Are wa nani desu ka.,あれは何ですか。,Use あれ for something far from both people. Polite question.,<img src='JPN1K-108.jpeg'>
JPN1K-109,109,という,"called, named",という,という,それは 何[なん]という 映画[えいが]ですか。,What is that movie called?,Sore wa nan to iu eiga desu ka.,それは何という映画ですか。,Use 何という to ask the name of something. Polite and common in daily conversation.,<img src='JPN1K-109.jpeg'>
JPN1K-110,110,ええ,"yes, that is correct, right",ええ,ええ,ええ、 私[わたし]は 行[い]きますよ。,"Yes, I will go.","Ee, watashi wa ikimasu yo.",ええ、私は行きますよ。,"ええ is a friendly, conversational yes. It’s a bit more casual than hai, common in everyday speech.",<img src='JPN1K-110.jpeg'>
JPN1K-111,111,本当に,"really, truly",本当[ほんとう]に,ほんとうに,本当においしいですか。,Is it really tasty?,Hontou ni oishii desu ka.,本当においしいですか。,"本当に adds emphasis, like really or truly. Common in questions and in strong statements.",<img src='JPN1K-111.jpeg'>
JPN1K-112,112,おい,"hey!, oi!, ahoy!",おい,おい,おい、ちょっと 待[ま]ってよ。,"Hey, wait a sec.","Oi, chotto matte yo.",おい、ちょっと待ってよ。,おい is very casual and can sound rude. Use with close friends or in urgent situations.,<img src='JPN1K-112.jpeg'>
JPN1K-113,113,あんた,you (familiar form of anata),あんた,あんた,あんたはいい 人[ひと]だね。,You're a good person.,Anta wa ii hito da ne.,あんたはいい人だね。,あんた is very casual and can sound rude. Use it only with close people or in informal settings.,<img src='JPN1K-113.jpeg'>
JPN1K-114,114,使う,"to use (a thing, method, etc.), to make use of, to put to use",使[つか]う,つかう,これを 今[いま]使[つか]う。,I'll use this now.,Kore o ima tsukau.,これを今使う。,Casual/plain style. 使う here means a simple present/future action: using it now/soon.,<img src='JPN1K-114.jpeg'>
JPN1K-115,115,もらう,"to receive, to take, to accept",もらう,もらう,私[わたし]はこれをもらうね。,"I'll take this, okay?",Watashi wa kore o morau ne.,私はこれをもらうね。,Casual. ね softens the statement and checks the listener’s okay.,<img src='JPN1K-115.jpeg'>
JPN1K-116,116,子,child,子[こ],こ,女[おんな]の 子[こ]はどこですか。,Where is the girl?,Onna no ko wa doko desu ka.,女の子はどこですか。,"の子 adds 'child' to a noun, like 女の子 (girl) or 男の子 (boy). This is a polite question with ですか.",<img src='JPN1K-116.jpeg'>
JPN1K-117,117,作る,"to make, to produce, to manufacture, to build, to construct",作[つく]る,つくる,今日[きょう] は sushi を 作る。,I'll make sushi today.,Kyou wa sushi o tsukuru.,今日は sushiを作る。,"作る is the plain form and sounds casual. Plain present can mean a future plan in context, like “today.”",<img src='JPN1K-117.jpeg'>
JPN1K-118,118,すぐ,"immediately, at once, directly, soon, before long, shortly",すぐ,すぐ,すぐここに 来[き]ますか。,Will you come here right away?,Sugu koko ni kimasu ka.,すぐここに来ますか。,すぐ means right away/soon. It usually goes before the verb.,<img src='JPN1K-118.jpeg'>
JPN1K-119,119,分,"part, segment, share, minute",分[ぶん],ぶん,はい、 五[ご]分待[ま]ってください。,"Okay, please wait five minutes.","Hai, gofun matte kudasai.",はい、五分待ってください。,"Here 分 is the counter for minutes. After 5, it’s read fun: gofun.",<img src='JPN1K-119.jpeg'>
JPN1K-120,120,先生,"teacher, master, doctor",先生[せんせい],せんせい,先生はどこですか。,Where is the teacher?,Sensei wa doko desu ka.,先生はどこですか。,Polite question. 先生 can mean teacher or doctor depending on context.,<img src='JPN1K-120.jpeg'>
JPN1K-121,121,問題,"question (e.g. on a test), problem",問題[もんだい],もんだい,この 問題[もんだい]は 分[わ]かりますか。,Do you understand this problem?,Kono mondai wa wakarimasu ka.,この問題は分かりますか。,"Polite question to check understanding, often used by teachers or in class.",<img src='JPN1K-121.jpeg'>
JPN1K-122,122,すぎる,"to be excessive, to be too much",すぎる,すぎる,私[わたし]は 仕事[しごと]をしすぎる。,I work too much.,Watashi wa shigoto o shisugiru.,私は仕事をしすぎる。,すぎる comes after a verb or adjective stem to mean “too much/too ...”. This is casual/plain form.,<img src='JPN1K-122.jpeg'>
JPN1K-123,123,様,"appearing ..., looking ...",様[よう],よう,彼[かれ]は 先生[せんせい]の 様[よう]だ。,He looks like a teacher.,Kare wa sensei no you da.,彼は先生の様だ。,"Noun + の + 様だ means 'looks like ~' or 'seems ~'. It's a bit formal, common in writing.",<img src='JPN1K-123.jpeg'>
JPN1K-124,124,次,"next, following, subsequent",次[つぎ],つぎ,次[つぎ]はどこに 行[い]きますか。,Where are we going next?,Tsugi wa doko ni ikimasu ka.,次はどこに行きますか。,Polite way to ask about the next destination or plan.,<img src='JPN1K-124.jpeg'>
JPN1K-125,125,他,other,他[た],た,他[ほか]に 何[なに]かありますか。,Do you have anything else?,Hoka ni nani ka arimasu ka.,他に何かありますか。,"A polite way to ask for another option or item, often used in shops.",<img src='JPN1K-125.jpeg'>
JPN1K-126,126,バカ,"fool, idiot",バカ,バカ,君[きみ]はバカじゃないよ。,You’re not an idiot.,Kimi wa baka janai yo.,君はバカじゃないよ。,"バカ is a casual, rude word. よ makes it sound reassuring here.",<img src='JPN1K-126.jpeg'>
JPN1K-127,127,入れる,"to put in, to let in, to take in, to bring in, to insert, to set (a jewel, etc.)",入[い]れる,いれる,これ を ここに 入れる よ。,I'll put this in here.,Kore o koko ni ireru yo.,これをここに入れるよ。,入れる is a transitive verb: put something into a place. Casual plain form here.,<img src='JPN1K-127.jpeg'>
JPN1K-128,128,だが,"but, however, (and) yet, nevertheless, still, for all that",だが,だが,行[い]きたい、だが 今日[きょう]は 仕事[しごと]です。,"I want to go, but today I have work.","Ikitai, daga kyou wa shigoto desu.",行きたい、だが今日は仕事です。,"だが is a formal/literary 'but.' In casual speech, でも or だけど is more common.",<img src='JPN1K-128.jpeg'>
JPN1K-129,129,心配,"worry, concern, anxiety",心配[しんぱい],しんぱい,ちょっと 心配[しんぱい]だよ。,I’m a little worried.,Chotto shinpai da yo.,ちょっと心配だよ。,Casual. Chotto softens the feeling; da yo adds friendly emphasis.,<img src='JPN1K-129.jpeg'>
JPN1K-130,130,出す,"to take out, to get out",出[だ]す,だす,本[ほん]を出すね。,"I'll take out the book, okay?",Hon o dasu ne.,本を出すね。,Casual speech. ね softens the tone and checks the listener’s feeling.,<img src='JPN1K-130.jpeg'>
JPN1K-131,131,信じる,"to believe, to believe in, to place trust in, to confide in, to have faith in",信[しん]じる,しんじる,私[わたし]はあなたを 信[しん]じる。,I believe you.,Watashi wa anata o shinjiru.,私はあなたを信じる。,Plain/casual form. Polite would be 信じます.,<img src='JPN1K-131.jpeg'>
JPN1K-132,132,頼む,"to request, to beg, to ask",頼[たの]む,たのむ,これ、ちょっと 頼[たの]むよ。,Please do this for me.,"Kore, chotto tanomu yo.",これ、ちょっと頼むよ。,頼む is casual and can sound strong. Use it with friends when asking a favor.,<img src='JPN1K-132.jpeg'>
JPN1K-133,133,そして,"and, and then, thus, and now",そして,そして,コーヒーを 買[か]います。そして 飲[の]みます。,"I’ll buy coffee, and then drink it.",Koohii o kaimasu. Soshite nomimasu.,コーヒーを買います。そして飲みます。,そして connects two actions in sequence. It sounds neutral/polite here because the verbs use -masu.,<img src='JPN1K-133.jpeg'>
JPN1K-134,134,まあ,"""just (e.g. """"just wait here""""), come now, now""",まあ,まあ,まあ、ここで 待[ま]ってください。,"Just wait here, please.","Maa, koko de matte kudasai.",まあ、ここで待ってください。,"まあ softens a request, like saying “come on” or “just.” With kudasai, it stays polite.",<img src='JPN1K-134.jpeg'>
JPN1K-135,135,電話,"telephone, phone call",電話[でんわ],でんわ,電話[でんわ]してもいいですか。,May I make a phone call?,Denwa shite mo ii desu ka.,電話してもいいですか。,〜してもいいですか asks for permission politely. Use this when you want to ask if doing something is okay.,<img src='JPN1K-135.jpeg'>
JPN1K-136,136,なさる,to do,なさる,なさる,何[なに]をなさるのですか。,What will you do?,Nani o nasaru no desu ka.,何をなさるのですか。,なさる is the respectful form of する. Use it to speak politely to someone.,<img src='JPN1K-136.jpeg'>
JPN1K-137,137,車,"car, automobile, vehicle",車[くるま],くるま,車[くるま]はどこですか。,Where is the car?,Kuruma wa doko desu ka.,車はどこですか。,は marks the topic. ですか makes it a polite question.,<img src='JPN1K-137.jpeg'>
JPN1K-138,138,子供,"child, children",子供[こども],こども,子供はいますか。,Do you have children?,Kodomo wa imasu ka.,子供はいますか。,This is a polite question. います is used for living things.,<img src='JPN1K-138.jpeg'>
JPN1K-139,139,一,one,一,一,これは 一[いち]円[えん]ですか。,Is this one yen?,Kore wa ichi en desu ka.,これは一円ですか。,"一 is read ichi here. With 円, it means the price is 1 yen.",<img src='JPN1K-139.jpeg'>
JPN1K-140,140,者,person,者[もの],もの,この 者[もの]は 誰[だれ]ですか。,Who is this person?,Kono mono wa dare desu ka.,この者は誰ですか。,"者 is a formal word for person. In everyday talk, 人(ひと) is more common.",<img src='JPN1K-140.jpeg'>
JPN1K-141,141,ただ,"only, just, free of charge, ordinary, common, usual",ただ,ただ,これはただですか。,Is this free?,Kore wa tada desu ka.,これはただですか。,ただ often means free of charge in stores or cafes. This is polite.,<img src='JPN1K-141.jpeg'>
JPN1K-142,142,私たち,"we, us",私[わたし]たち,わたしたち,私たちは 帰[かえ]ります。,We are going home.,Watashitachi wa kaerimasu.,私たちは帰ります。,"Polite. In Japanese, subjects are often omitted; use 私たち when you need to make it clear that it’s “we.”",<img src='JPN1K-142.jpeg'>
JPN1K-143,143,お願い,"please, request, wish",お 願[ねが]い,お ねがい,すみません、お 願[ねが]いがあります。,"Excuse me, I have a favor to ask.","Sumimasen, onegai ga arimasu.",すみません、お願いがあります。,お願い is a polite noun for a request or favor. すみません adds politeness before asking.,<img src='JPN1K-143.jpeg'>
JPN1K-144,144,一緒に,"together (with), at the same time, in a lump",一緒[いっしょ]に,いっしょに,今日[きょう]一緒に 会[あ]いましょうね。,"Let’s meet together today, okay?",Kyou issho ni aimashou ne.,今日一緒に会いましょうね。,"一緒に means doing something with someone. 〜ましょうね is a soft, polite invitation.",<img src='JPN1K-144.jpeg'>
JPN1K-145,145,しか,"only, nothing but",しか,しか,コーヒー しか ありません。,We only have coffee.,Koohii shika arimasen.,コーヒーしかありません。,しか means “only” and must be used with a negative like ありません. This is a polite way to say there is nothing but coffee.,<img src='JPN1K-145.jpeg'>
JPN1K-146,146,見える,"to be seen, to be in sight",見[み]える,みえる,ここからあれが 見[み]える。,You can see that from here.,Koko kara are ga mieru.,ここからあれが見える。,"見える means something is visible or can be seen. It describes appearance/visibility, not the act of looking.",<img src='JPN1K-146.jpeg'>
JPN1K-147,147,べし,"shall, should, must",べし,べし,それをするべし。,You should do that.,Sore o suru beshi.,それをするべし。,"べし is a classical, old-fashioned way to say “should/must.” In everyday speech, people usually say べきだ.",<img src='JPN1K-147.jpeg'>
JPN1K-148,148,後,"later, afterwards, since",後[のち],のち,私[わたし]は 後[のち]に 電話[でんわ]します。,I will call later.,Watashi wa nochi ni denwa shimasu.,私は後に電話します。,"のち is a more formal way to say “later.” In casual talk, people often say あとで. に marks the time.",<img src='JPN1K-148.jpeg'>
